*------------------------------------*
NEWD!P!0!templateshirt.JPG!skinAlan.jpg!shortsblue.jpg!shoesgreen.jpg!Alan.jpg!(26.419708, 4.0, -10.254875)
NEWD!A!1!shirtyellowbob.jpg!skinBob.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(7.134018, 4.0, -3.4332237)
NEWD!A!2!shirtyellowcarl.jpg!skinCarl.jpg!shortsblue.jpg!shoesgreen.jpg!Carl.jpg!(-20.08528, 4.0, 16.634064)
NEWD!A!3!shirtyellowalan.jpg!skinAlan.jpg!shortsblue.jpg!shoesgreen.jpg!Alan.jpg!(-12.630743, 4.0, 1.0160255)
NEWD!A!4!templateshirt.JPG!skinBob.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(31.188646, 4.0, -27.143763)
NEWD!A!5!templateshirt.JPG!skinCarl.jpg!shortsblue.jpg!shoesgreen.jpg!Carl.jpg!(8.540983, 4.0, -10.629776)
0$B(0.0, -4.1499996, 0.0)$0P$(26.419708, 4.0, -10.254875)$258.07$leftShoulderJoint:(0.5096054, -0.8190238, -2.9742472E-8, 0.26363277);leftElbowJoint:(0.094918676, -0.26874703, 3.4160497E-8, 0.95852256);rightShoulderJoint:(-0.70354813, 0.6833332, 1.0647465E-7, 0.19512987);rightElbowJoint:(0.07100155, -0.14319642, 1.8205292E-9, 0.9871442);$0.0$1A$(7.134018, 4.0, -3.4332237)$109.72355$0$4.0$2A$(-20.08528, 4.0, 16.634064)$120.280334$0$4.0$3A$(-12.630743, 4.0, 1.0160255)$106.343475$0$4.0$4A$(31.188646, 4.0, -27.143763)$282.33316$0$0.0$5A$(8.540983, 4.0, -10.629776)$260.3942$0$0.0$
32$B(26.413664, 3.1000698, -11.610294)$0P$(26.424545, 4.0787244, -10.254885)$267.185$leftShoulderJoint:(0.13508305, -0.03404464, -3.786064E-9, 0.9902492);leftElbowJoint:(-0.19776826, 0.20516744, -2.6078883E-8, 0.95853746);rightShoulderJoint:(0.060009673, -0.0037190027, -1.8247733E-9, 0.9981909);rightElbowJoint:(-0.052301705, 0.078182004, -1.341052E-9, 0.99556625);$0.0$1A$(8.807558, 4.081898, -4.2897053)$119.72355$0$4.0$2A$(-18.853016, 4.0652223, 15.176784)$138.47499$0$4.0$3A$(-11.067329, 4.0527453, -0.10579182)$124.53814$0$4.0$4A$(29.587334, 4.0792427, -27.833712)$247.15283$0$4.0$5A$(8.540931, 4.077881, -10.629974)$273.26422$0$0.0$
33$B(26.413664, 3.1000698, -11.610294)$0P$(26.424545, 4.0787244, -10.254885)$267.185$leftShoulderJoint:(0.13508305, -0.03404464, -3.786064E-9, 0.9902492);leftElbowJoint:(-0.19776826, 0.20516744, -2.6078883E-8, 0.95853746);rightShoulderJoint:(0.060009673, -0.0037190027, -1.8247733E-9, 0.9981909);rightElbowJoint:(-0.052301705, 0.078182004, -1.341052E-9, 0.99556625);$0.0$1A$(8.866882, 4.079173, -4.320121)$119.72355$0$4.0$2A$(-18.809969, 4.062497, 15.125878)$138.47499$0$4.0$3A$(-11.013831, 4.05002, -0.1455713)$124.53814$0$4.0$4A$(29.521313, 4.0765176, -27.842966)$244.39018$0$0.0$5A$(8.540919, 4.077888, -10.630005)$276.0269$0$0.0$
34$B(26.413664, 3.1000698, -11.610294)$0P$(26.424545, 4.0787244, -10.254885)$267.627$leftShoulderJoint:(0.124275155, -0.026126966, -3.3668761E-9, 0.9919038);leftElbowJoint:(-0.180593, 0.19650224, -2.4977448E-8, 0.9637287);rightShoulderJoint:(0.05847467, -5.925311E-4, -1.3749438E-9, 0.9982887);rightElbowJoint:(-0.04544816, 0.07196294, -1.1653225E-9, 0.9963713);$0.0$1A$(8.926207, 4.076448, -4.3505363)$119.72355$0$4.0$2A$(-18.777191, 4.069293, 15.085516)$138.47499$0$4.0$3A$(-10.968742, 4.055646, -0.17916986)$124.53814$0$4.0$4A$(29.46345, 4.0775023, -27.851028)$241.73706$0$4.0$5A$(8.540919, 4.0778933, -10.630037)$278.68$0$0.0$
35$B(26.403658, 3.09508, -11.598214)$0P$(26.424545, 4.0787244, -10.254885)$267.627$leftShoulderJoint:(0.124875404, -0.024642397, -3.34708E-9, 0.99186635);leftElbowJoint:(-0.18247901, 0.19526814, -2.482058E-8, 0.9636243);rightShoulderJoint:(0.058832612, -0.0010622013, -1.4453416E-9, 0.9982673);rightElbowJoint:(-0.04634032, 0.071677096, -1.188198E-9, 0.9963508);$0.0$1A$(8.926207, 4.076448, -4.3505363)$119.72355$0$4.0$2A$(-18.777191, 4.069293, 15.085516)$138.47499$0$4.0$3A$(-10.968742, 4.055646, -0.17916986)$124.53814$0$4.0$4A$(29.46345, 4.0775023, -27.851028)$240.19353$0$4.0$5A$(8.540919, 4.0778933, -10.630037)$280.2235$0$0.0$
36$B(26.40716, 3.0950854, -11.59881)$0P$(26.424545, 4.0787244, -10.254885)$267.627$leftShoulderJoint:(0.124875404, -0.024642397, -3.34708E-9, 0.99186635);leftElbowJoint:(-0.18247901, 0.19526814, -2.482058E-8, 0.9636243);rightShoulderJoint:(0.058832612, -0.0010622013, -1.4453416E-9, 0.9982673);rightElbowJoint:(-0.04634032, 0.071677096, -1.188198E-9, 0.9963508);$0.0$1A$(8.9815235, 4.0772724, -4.378877)$119.72355$0$4.0$2A$(-18.734142, 4.066568, 15.034612)$138.47499$0$4.0$3A$(-10.915319, 4.052921, -0.21905057)$124.53814$0$4.0$4A$(29.415398, 4.080609, -27.88449)$240.19353$0$4.0$5A$(8.540908, 4.077896, -10.630069)$283.1006$0$0.0$
37$B(26.40716, 3.0950854, -11.59881)$0P$(26.424545, 4.0787244, -10.254885)$267.627$leftShoulderJoint:(0.124875404, -0.024642397, -3.34708E-9, 0.99186635);leftElbowJoint:(-0.18247901, 0.19526814, -2.482058E-8, 0.9636243);rightShoulderJoint:(0.058832612, -0.0010622013, -1.4453416E-9, 0.9982673);rightElbowJoint:(-0.04634032, 0.071677096, -1.188198E-9, 0.9963508);$0.0$1A$(9.036277, 4.0785255, -4.4068966)$119.72355$0$4.0$2A$(-18.69646, 4.0700455, 14.989808)$138.47499$0$4.0$3A$(-10.861943, 4.0501957, -0.2589939)$124.53814$0$4.0$4A$(29.356003, 4.0778837, -27.914766)$243.02841$0$4.0$5A$(8.540908, 4.0778985, -10.630102)$285.9355$0$0.0$
38$B(26.40716, 3.0950854, -11.59881)$0P$(26.424545, 4.0787244, -10.254885)$267.627$leftShoulderJoint:(0.124875404, -0.024642397, -3.34708E-9, 0.99186635);leftElbowJoint:(-0.18247901, 0.19526814, -2.482058E-8, 0.9636243);rightShoulderJoint:(0.058832612, -0.0010622013, -1.4453416E-9, 0.9982673);rightElbowJoint:(-0.04634032, 0.071677096, -1.188198E-9, 0.9963508);$0.0$1A$(9.095601, 4.0758004, -4.437312)$119.72355$0$4.0$2A$(-18.656828, 4.0715666, 14.942943)$138.47499$0$4.0$3A$(-10.81693, 4.0557847, -0.29277056)$124.53814$0$4.0$4A$(29.315353, 4.0873737, -27.918026)$245.90263$0$4.0$5A$(8.540896, 4.0778995, -10.630134)$288.8097$0$0.0$
39$B(26.40716, 3.0950854, -11.59881)$0P$(26.424545, 4.0787244, -10.254885)$267.627$leftShoulderJoint:(0.124875404, -0.024642397, -3.34708E-9, 0.99186635);leftElbowJoint:(-0.18247901, 0.19526814, -2.482058E-8, 0.9636243);rightShoulderJoint:(0.058832612, -0.0010622013, -1.4453416E-9, 0.9982673);rightElbowJoint:(-0.04634032, 0.071677096, -1.188198E-9, 0.9963508);$0.0$1A$(9.095601, 4.0758004, -4.437312)$119.72355$0$4.0$2A$(-18.656828, 4.0715666, 14.942943)$138.47499$0$4.0$3A$(-10.81693, 4.0557847, -0.29277056)$124.53814$0$4.0$4A$(29.315353, 4.0873737, -27.918026)$247.6369$0$4.0$5A$(8.540896, 4.0778995, -10.630134)$290.54395$0$0.0$
40$B(26.40716, 3.0950854, -11.59881)$0P$(26.424545, 4.0787244, -10.254885)$267.627$leftShoulderJoint:(0.124875404, -0.024642397, -3.34708E-9, 0.99186635);leftElbowJoint:(-0.18247901, 0.19526814, -2.482058E-8, 0.9636243);rightShoulderJoint:(0.058832612, -0.0010622013, -1.4453416E-9, 0.9982673);rightElbowJoint:(-0.04634032, 0.071677096, -1.188198E-9, 0.9963508);$0.0$1A$(9.150957, 4.076605, -4.465679)$119.72355$0$4.0$2A$(-18.616928, 4.072759, 14.8957615)$138.47499$0$4.0$3A$(-10.763628, 4.0530596, -0.33281317)$124.53814$0$4.0$4A$(29.249601, 4.0846486, -27.929035)$247.6369$0$4.0$5A$(8.540884, 4.0779, -10.630165)$293.44742$0$4.0$
41$B(26.40716, 3.0950854, -11.59881)$0P$(26.424545, 4.0787244, -10.254885)$267.627$leftShoulderJoint:(0.124875404, -0.024642397, -3.34708E-9, 0.99186635);leftElbowJoint:(-0.18247901, 0.19526814, -2.482058E-8, 0.9636243);rightShoulderJoint:(0.058832612, -0.0010622013, -1.4453416E-9, 0.9982673);rightElbowJoint:(-0.04634032, 0.071677096, -1.188198E-9, 0.9963508);$0.0$1A$(9.20625, 4.077445, -4.4940066)$119.72355$0$4.0$2A$(-18.57688, 4.0737576, 14.848399)$138.47499$0$4.0$3A$(-10.710369, 4.0503345, -0.3729117)$124.53814$0$4.0$4A$(29.188269, 4.0819235, -27.955164)$244.80006$0$4.0$5A$(8.506685, 4.0868053, -10.605058)$296.28427$0$0.0$
42$B(26.40716, 3.0950854, -11.59881)$0P$(26.424545, 4.0787244, -10.254885)$267.627$leftShoulderJoint:(0.124875404, -0.024642397, -3.34708E-9, 0.99186635);leftElbowJoint:(-0.18247901, 0.19526814, -2.482058E-8, 0.9636243);rightShoulderJoint:(0.058832612, -0.0010622013, -1.4453416E-9, 0.9982673);rightElbowJoint:(-0.04634032, 0.071677096, -1.188198E-9, 0.9963508);$0.0$1A$(9.260678, 4.0789433, -4.521846)$119.72355$0$4.0$2A$(-18.53667, 4.0745373, 14.800811)$138.47499$0$4.0$3A$(-10.665441, 4.055907, -0.40682837)$124.53814$0$4.0$4A$(29.13545, 4.0791984, -27.995842)$244.80006$0$4.0$5A$(8.4724865, 4.0929856, -10.57995)$298.7081$0$0.0$
43$B(26.40716, 3.0950854, -11.59881)$0P$(26.424545, 4.0787244, -10.254885)$267.627$leftShoulderJoint:(0.124875404, -0.024642397, -3.34708E-9, 0.99186635);leftElbowJoint:(-0.18247901, 0.19526814, -2.482058E-8, 0.9636243);rightShoulderJoint:(0.058832612, -0.0010622013, -1.4453416E-9, 0.9982673);rightElbowJoint:(-0.04634032, 0.071677096, -1.188198E-9, 0.9963508);$0.0$1A$(9.260678, 4.0789433, -4.521846)$119.72355$0$4.0$2A$(-18.53667, 4.0745373, 14.800811)$138.47499$0$4.0$3A$(-10.665441, 4.055907, -0.40682837)$124.53814$0$4.0$4A$(29.13545, 4.0791984, -27.995842)$244.80006$0$4.0$5A$(8.4724865, 4.0929856, -10.57995)$300.14462$0$0.0$
44$B(26.40716, 3.0950854, -11.59881)$0P$(26.424545, 4.0787244, -10.254885)$267.879$leftShoulderJoint:(0.12072181, -0.017853169, -3.1021157E-9, 0.9925258);leftElbowJoint:(-0.1631354, 0.17766751, -2.2583361E-8, 0.97047466);rightShoulderJoint:(0.056927867, 0.0019714283, -9.996637E-10, 0.99837637);rightElbowJoint:(-0.044890765, 0.06804602, -1.1510305E-9, 0.99667174);$0.0$1A$(9.320002, 4.076218, -4.552262)$119.72355$0$4.0$2A$(-18.496334, 4.0751386, 14.7530365)$138.47499$0$4.0$3A$(-10.612286, 4.0531816, -0.4470657)$124.53814$0$4.0$4A$(29.07603, 4.076473, -28.026072)$247.51344$0$4.0$5A$(8.438288, 4.096441, -10.554843)$302.858$0$0.0$
45$B(26.395452, 3.0949652, -11.604971)$0P$(26.424545, 4.0787244, -10.254885)$267.879$leftShoulderJoint:(0.121030204, -0.017022023, -3.0904137E-9, 0.99250287);leftElbowJoint:(-0.16413763, 0.17703703, -2.2503219E-8, 0.9704209);rightShoulderJoint:(0.05712041, 0.0016966646, -1.0404737E-9, 0.9983659);rightElbowJoint:(-0.045382865, 0.06788627, -1.1636482E-9, 0.99666035);$0.0$1A$(9.375059, 4.077248, -4.58048)$119.72355$0$4.0$2A$(-18.455896, 4.0755944, 14.705106)$138.47499$0$4.0$3A$(-10.566883, 4.058186, -0.48153052)$124.53814$0$4.0$4A$(29.014414, 4.077309, -28.034086)$247.51344$0$4.0$5A$(8.404089, 4.097171, -10.529736)$305.51398$0$4.0$
46$B(26.397476, 3.0949678, -11.605333)$0P$(26.424545, 4.0787244, -10.254885)$267.879$leftShoulderJoint:(0.121030204, -0.017022023, -3.0904137E-9, 0.99250287);leftElbowJoint:(-0.16413763, 0.17703703, -2.2503219E-8, 0.9704209);rightShoulderJoint:(0.05712041, 0.0016966646, -1.0404737E-9, 0.9983659);rightElbowJoint:(-0.045382865, 0.06788627, -1.1636482E-9, 0.99666035);$0.0$1A$(9.375059, 4.077248, -4.58048)$119.72355$0$4.0$2A$(-18.455896, 4.0755944, 14.705106)$138.47499$0$4.0$3A$(-10.566883, 4.058186, -0.48153052)$124.53814$0$4.0$4A$(29.014414, 4.077309, -28.034086)$248.9233$0$4.0$5A$(8.404089, 4.097171, -10.529736)$306.92383$0$4.0$
47$B(26.397476, 3.0949678, -11.605333)$0P$(26.424545, 4.0787244, -10.254885)$267.879$leftShoulderJoint:(0.121030204, -0.017022023, -3.0904137E-9, 0.99250287);leftElbowJoint:(-0.16413763, 0.17703703, -2.2503219E-8, 0.9704209);rightShoulderJoint:(0.05712041, 0.0016966646, -1.0404737E-9, 0.9983659);rightElbowJoint:(-0.045382865, 0.06788627, -1.1636482E-9, 0.99666035);$0.0$1A$(9.429912, 4.078423, -4.60856)$119.72355$0$4.0$2A$(-18.4153, 4.075848, 14.656962)$138.47499$0$4.0$3A$(-10.513819, 4.055461, -0.52188724)$124.53814$0$4.0$4A$(28.953417, 4.0788355, -28.037582)$251.49934$0$4.0$5A$(8.367468, 4.0944457, -10.474028)$309.49988$0$0.0$
48$B(26.397476, 3.0949678, -11.605333)$0P$(26.424545, 4.0787244, -10.254885)$267.879$leftShoulderJoint:(0.121030204, -0.017022023, -3.0904137E-9, 0.99250287);leftElbowJoint:(-0.16413763, 0.17703703, -2.2503219E-8, 0.9704209);rightShoulderJoint:(0.05712041, 0.0016966646, -1.0404737E-9, 0.9983659);rightElbowJoint:(-0.045382865, 0.06788627, -1.1636482E-9, 0.99666035);$0.0$1A$(9.489235, 4.075698, -4.6389766)$119.72355$0$4.0$2A$(-18.374756, 4.0761557, 14.608879)$138.47499$0$4.0$3A$(-10.460791, 4.052736, -0.5622906)$124.53814$0$4.0$4A$(28.886827, 4.0761104, -28.04079)$248.96283$0$4.0$5A$(8.330847, 4.088996, -10.41832)$312.03638$0$0.0$
49$B(26.397476, 3.0949678, -11.605333)$0P$(26.424545, 4.0787244, -10.254885)$267.879$leftShoulderJoint:(0.121030204, -0.017022023, -3.0904137E-9, 0.99250287);leftElbowJoint:(-0.16413763, 0.17703703, -2.2503219E-8, 0.9704209);rightShoulderJoint:(0.05712041, 0.0016966646, -1.0404737E-9, 0.9983659);rightElbowJoint:(-0.045382865, 0.06788627, -1.1636482E-9, 0.99666035);$0.0$1A$(9.489235, 4.075698, -4.6389766)$119.72355$0$4.0$2A$(-18.374756, 4.0761557, 14.608879)$138.47499$0$4.0$3A$(-10.460791, 4.052736, -0.5622906)$124.53814$0$4.0$4A$(28.886827, 4.0761104, -28.04079)$248.96283$0$4.0$5A$(8.330847, 4.088996, -10.41832)$313.46625$0$4.0$
50$B(26.397476, 3.0949678, -11.605333)$0P$(26.424545, 4.0787244, -10.254885)$267.879$leftShoulderJoint:(0.121030204, -0.017022023, -3.0904137E-9, 0.99250287);leftElbowJoint:(-0.16413763, 0.17703703, -2.2503219E-8, 0.9704209);rightShoulderJoint:(0.05712041, 0.0016966646, -1.0404737E-9, 0.9983659);rightElbowJoint:(-0.045382865, 0.06788627, -1.1636482E-9, 0.99666035);$0.0$1A$(9.544378, 4.07667, -4.6672435)$119.72355$0$4.0$2A$(-18.333977, 4.0762, 14.560536)$138.47499$0$4.0$3A$(-10.415589, 4.057842, -0.5968033)$124.53814$0$4.0$4A$(28.828657, 4.076987, -28.062504)$251.63338$0$4.0$5A$(8.310577, 4.086271, -10.354809)$316.13678$0$0.0$
51$B(26.397476, 3.0949678, -11.605333)$0P$(26.424545, 4.0787244, -10.254885)$267.879$leftShoulderJoint:(0.121030204, -0.017022023, -3.0904137E-9, 0.99250287);leftElbowJoint:(-0.16413763, 0.17703703, -2.2503219E-8, 0.9704209);rightShoulderJoint:(0.05712041, 0.0016966646, -1.0404737E-9, 0.9983659);rightElbowJoint:(-0.045382865, 0.06788627, -1.1636482E-9, 0.99666035);$0.0$1A$(9.599276, 4.077814, -4.6953793)$119.72355$0$4.0$2A$(-18.293299, 4.076386, 14.512361)$138.47499$0$4.0$3A$(-10.362646, 4.0551167, -0.63731796)$124.53814$0$4.0$4A$(28.769718, 4.078469, -28.078907)$249.1103$0$4.0$5A$(8.290308, 4.080821, -10.291298)$318.65985$0$4.0$
52$B(26.397476, 3.0949678, -11.605333)$0P$(26.424545, 4.0787244, -10.254885)$267.879$leftShoulderJoint:(0.121030204, -0.017022023, -3.0904137E-9, 0.99250287);leftElbowJoint:(-0.16413763, 0.17703703, -2.2503219E-8, 0.9704209);rightShoulderJoint:(0.05712041, 0.0016966646, -1.0404737E-9, 0.9983659);rightElbowJoint:(-0.045382865, 0.06788627, -1.1636482E-9, 0.99666035);$0.0$1A$(9.599276, 4.077814, -4.6953793)$119.72355$0$4.0$2A$(-18.293299, 4.076386, 14.512361)$138.47499$0$4.0$3A$(-10.362646, 4.0551167, -0.63731796)$124.53814$0$4.0$4A$(28.769718, 4.078469, -28.078907)$247.77283$0$0.0$5A$(8.290308, 4.080821, -10.291298)$319.9973$0$0.0$
53$B(26.397476, 3.0949678, -11.605333)$0P$(26.424545, 4.0787244, -10.254885)$267.427$leftShoulderJoint:(0.108787976, -0.0149588045, -2.7701745E-9, 0.9939524);leftElbowJoint:(-0.17734788, 0.15855864, -2.0154426E-8, 0.97129136);rightShoulderJoint:(0.03764431, 0.020979201, 1.9557116E-9, 0.99907094);rightElbowJoint:(-0.026118156, 0.15425646, -6.6968764E-10, 0.98768556);$0.0$1A$(9.650698, 4.081407, -4.7215137)$119.72355$0$4.0$2A$(-18.252405, 4.0763636, 14.464004)$138.47499$0$4.0$3A$(-10.309746, 4.0523915, -0.67788935)$124.53814$0$4.0$4A$(28.716654, 4.0757437, -28.119263)$244.09062$0$4.0$5A$(8.262545, 4.078096, -10.230687)$323.67953$0$4.0$
54$B(26.049244, 3.1757042, -11.657319)$0P$(26.424545, 4.0787244, -10.254885)$267.427$leftShoulderJoint:(0.10824798, -0.016356306, -2.78937E-9, 0.99398935);leftElbowJoint:(-0.17568053, 0.15979017, -2.0310967E-8, 0.9713925);rightShoulderJoint:(0.03744775, 0.02162298, 2.0456876E-9, 0.9990646);rightElbowJoint:(-0.024584569, 0.15439011, -6.303654E-10, 0.98770404);$0.0$1A$(9.710021, 4.078682, -4.751931)$119.72355$0$4.0$2A$(-18.211819, 4.0766954, 14.416017)$138.47499$0$4.0$3A$(-10.264719, 4.057552, -0.7125255)$124.53814$0$4.0$4A$(28.670477, 4.0767326, -28.16055)$246.22426$0$4.0$5A$(8.235326, 4.0706606, -10.181358)$325.81317$0$0.0$
55$B(26.04521, 3.1756911, -11.653859)$0P$(26.424545, 4.0787244, -10.254885)$267.427$leftShoulderJoint:(0.10824798, -0.016356306, -2.78937E-9, 0.99398935);leftElbowJoint:(-0.17568053, 0.15979017, -2.0310967E-8, 0.9713925);rightShoulderJoint:(0.03744775, 0.02162298, 2.0456876E-9, 0.9990646);rightElbowJoint:(-0.024584569, 0.15439011, -6.303654E-10, 0.98770404);$0.0$1A$(9.769344, 4.075957, -4.7823486)$119.72355$0$4.0$2A$(-18.171137, 4.0769224, 14.367932)$138.47499$0$4.0$3A$(-10.211929, 4.0548267, -0.7532399)$124.53814$0$4.0$4A$(28.608368, 4.0775557, -28.16279)$243.58263$0$4.0$5A$(8.208107, 4.0605, -10.13203)$328.4548$0$0.0$
56$B(26.04521, 3.1756911, -11.653859)$0P$(26.424545, 4.0787244, -10.254885)$267.427$leftShoulderJoint:(0.10824798, -0.016356306, -2.78937E-9, 0.99398935);leftElbowJoint:(-0.17568053, 0.15979017, -2.0310967E-8, 0.9713925);rightShoulderJoint:(0.03744775, 0.02162298, 2.0456876E-9, 0.9990646);rightElbowJoint:(-0.024584569, 0.15439011, -6.303654E-10, 0.98770404);$0.0$1A$(9.769344, 4.075957, -4.7823486)$119.72355$0$4.0$2A$(-18.171137, 4.0769224, 14.367932)$138.47499$0$4.0$3A$(-10.211929, 4.0548267, -0.7532399)$124.53814$0$4.0$4A$(28.608368, 4.0775557, -28.16279)$246.78714$0$4.0$5A$(8.208107, 4.0605, -10.13203)$325.2503$0$4.0$
57$B(26.04521, 3.1756911, -11.653859)$0P$(26.424545, 4.0787244, -10.254885)$267.427$leftShoulderJoint:(0.10824798, -0.016356306, -2.78937E-9, 0.99398935);leftElbowJoint:(-0.17568053, 0.15979017, -2.0310967E-8, 0.9713925);rightShoulderJoint:(0.03744775, 0.02162298, 2.0456876E-9, 0.9990646);rightElbowJoint:(-0.024584569, 0.15439011, -6.303654E-10, 0.98770404);$0.0$1A$(9.824481, 4.0769286, -4.8106136)$119.72355$0$4.0$2A$(-18.129978, 4.0766287, 14.319341)$138.47499$0$4.0$3A$(-10.166497, 4.0595, -0.7883475)$124.53814$0$4.0$4A$(28.549297, 4.0797048, -28.174017)$249.26955$0$4.0$5A$(8.160626, 4.057775, -10.085232)$327.7327$0$0.0$
58$B(26.04521, 3.1756911, -11.653859)$0P$(26.424545, 4.0787244, -10.254885)$267.427$leftShoulderJoint:(0.10824798, -0.016356306, -2.78937E-9, 0.99398935);leftElbowJoint:(-0.17568053, 0.15979017, -2.0310967E-8, 0.9713925);rightShoulderJoint:(0.03744775, 0.02162298, 2.0456876E-9, 0.9990646);rightElbowJoint:(-0.024584569, 0.15439011, -6.303654E-10, 0.98770404);$0.0$1A$(9.879709, 4.0778117, -4.8389106)$119.72355$0$4.0$2A$(-18.088972, 4.076499, 14.270898)$138.47499$0$4.0$3A$(-10.113785, 4.056775, -0.8291619)$124.53814$0$4.0$4A$(28.482801, 4.0769796, -28.178785)$249.26955$0$4.0$5A$(8.121617, 4.061839, -10.046796)$330.22034$0$0.0$
59$B(26.04521, 3.1756911, -11.653859)$0P$(26.424545, 4.0787244, -10.254885)$267.427$leftShoulderJoint:(0.10824798, -0.016356306, -2.78937E-9, 0.99398935);leftElbowJoint:(-0.17568053, 0.15979017, -2.0310967E-8, 0.9713925);rightShoulderJoint:(0.03744775, 0.02162298, 2.0456876E-9, 0.9990646);rightElbowJoint:(-0.024584569, 0.15439011, -6.303654E-10, 0.98770404);$0.0$1A$(9.928169, 4.0830965, -4.8636346)$119.72355$0$4.0$2A$(-18.048199, 4.076617, 14.222691)$138.47499$0$4.0$3A$(-10.061113, 4.05405, -0.87002903)$124.53814$0$4.0$4A$(28.424765, 4.078223, -28.19923)$251.62764$0$4.0$5A$(8.084311, 4.06509, -10.010041)$332.57843$0$0.0$
60$B(26.04521, 3.1756911, -11.653859)$0P$(26.424545, 4.0787244, -10.254885)$267.427$leftShoulderJoint:(0.10824798, -0.016356306, -2.78937E-9, 0.99398935);leftElbowJoint:(-0.17568053, 0.15979017, -2.0310967E-8, 0.9713925);rightShoulderJoint:(0.03744775, 0.02162298, 2.0456876E-9, 0.9990646);rightElbowJoint:(-0.024584569, 0.15439011, -6.303654E-10, 0.98770404);$0.0$1A$(9.987492, 4.0803714, -4.8940525)$119.72355$0$4.0$2A$(-18.007404, 4.076695, 14.174434)$138.47499$0$4.0$3A$(-10.015964, 4.0588923, -0.90514827)$124.53814$0$4.0$4A$(28.359552, 4.0745325, -28.202738)$249.13641$0$0.0$5A$(8.047004, 4.065616, -9.973287)$332.57843$0$4.0$
61$B(26.04521, 3.1756911, -11.653859)$0P$(26.424545, 4.0787244, -10.254885)$266.718$leftShoulderJoint:(0.10179597, -0.023256183, -2.7993965E-9, 0.9945334);leftElbowJoint:(-0.1686381, 0.14522448, -1.8459518E-8, 0.97492105);rightShoulderJoint:(0.043071967, 0.07130076, 8.527921E-9, 0.99652445);rightElbowJoint:(-0.025790516, 0.24685383, -6.612868E-10, 0.96870947);$0.0$1A$(9.987492, 4.0803714, -4.8940525)$119.72355$0$4.0$2A$(-18.007404, 4.076695, 14.174434)$138.47499$0$4.0$3A$(-10.015964, 4.0588923, -0.90514827)$124.53814$0$4.0$4A$(28.359552, 4.0745325, -28.202738)$250.55774$0$4.0$5A$(8.047004, 4.065616, -9.973287)$333.99976$0$0.0$
62$B(25.55147, 3.3760958, -11.626512)$0P$(26.424545, 4.0787244, -10.254885)$266.718$leftShoulderJoint:(0.100843914, -0.02536207, -2.8252258E-9, 0.99457896);leftElbowJoint:(-0.16617133, 0.14705028, -1.8691594E-8, 0.97507095);rightShoulderJoint:(0.04337505, 0.072236724, 8.645681E-9, 0.9964439);rightElbowJoint:(-0.022279749, 0.24704957, -5.712682E-10, 0.96874666);$0.0$1A$(10.046814, 4.0776463, -4.9244704)$119.72355$0$4.0$2A$(-17.966599, 4.076744, 14.126139)$138.47499$0$4.0$3A$(-9.963378, 4.056167, -0.9461269)$124.53814$0$4.0$4A$(28.298338, 4.075535, -28.212332)$250.55774$0$4.0$5A$(8.018103, 4.062891, -9.91321)$335.9673$0$4.0$
63$B(25.545557, 3.3760662, -11.614773)$0P$(26.424545, 4.0787244, -10.254885)$266.718$leftShoulderJoint:(0.100843914, -0.02536207, -2.8252258E-9, 0.99457896);leftElbowJoint:(-0.16617133, 0.14705028, -1.8691594E-8, 0.97507095);rightShoulderJoint:(0.04337505, 0.072236724, 8.645681E-9, 0.9964439);rightElbowJoint:(-0.022279749, 0.24704957, -5.712682E-10, 0.96874666);$0.0$1A$(10.046814, 4.0776463, -4.9244704)$119.72355$0$4.0$2A$(-17.966599, 4.076744, 14.126139)$138.47499$0$4.0$3A$(-9.963378, 4.056167, -0.9461269)$124.53814$0$4.0$4A$(28.298338, 4.075535, -28.212332)$250.55774$0$4.0$5A$(8.018103, 4.062891, -9.91321)$337.31604$0$4.0$
64$B(25.545557, 3.3760662, -11.614773)$0P$(26.424545, 4.0787244, -10.254885)$266.718$leftShoulderJoint:(0.100843914, -0.02536207, -2.8252258E-9, 0.99457896);leftElbowJoint:(-0.16617133, 0.14705028, -1.8691594E-8, 0.97507095);rightShoulderJoint:(0.04337505, 0.072236724, 8.645681E-9, 0.9964439);rightElbowJoint:(-0.022279749, 0.24704957, -5.712682E-10, 0.96874666);$0.0$1A$(10.099009, 4.0806966, -4.951207)$119.72355$0$4.0$2A$(-17.92596, 4.076992, 14.078057)$138.47499$0$4.0$3A$(-9.910834, 4.053442, -0.9871591)$124.53814$0$4.0$4A$(28.239185, 4.0763955, -28.231342)$253.13968$0$4.0$5A$(8.0039215, 4.0659714, -9.85555)$339.89798$0$4.0$
