*------------------------------------*
NEWD!P!0!templateshirt.JPG!skinAlan.jpg!shortsblue.jpg!shoesgreen.jpg!Alan.jpg!(41.442863, 4.0, -3.4252815)
NEWD!A!1!shirtyellowbob.jpg!skinBob.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(5.1782646, 4.0, -2.4962654)
NEWD!A!2!shirtyellowcarl.jpg!skinCarl.jpg!shortsblue.jpg!shoesgreen.jpg!Carl.jpg!(-18.152615, 4.0, 1.1153564)
NEWD!A!3!shirtyellowalan.jpg!skinAlan.jpg!shortsblue.jpg!shoesgreen.jpg!Alan.jpg!(-7.595375, 4.0, -19.452581)
NEWD!A!4!templateshirt.JPG!skinBob.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(30.006912, 4.0, -25.468725)
0$B(0.0, -4.1499996, 0.0)$0P$(41.442863, 4.0, -3.4252815)$270.0$0$0$1A$(5.1782646, 4.0, -2.4962654)$91.46747$0$1$2A$(-18.152615, 4.0, 1.1153564)$94.69237$0$1$3A$(-7.595375, 4.0, -19.452581)$72.23628$0$0$4A$(30.006912, 4.0, -25.468725)$281.0584$0$1$
NEWD!N!5!templateshirt.JPG!skin1.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(22.941164, 5.0, -6.5546837)
1$B(41.5786, 3.0354393, -4.950614)$0P$(41.448154, 4.0784693, -3.4252815)$270.0$0$0$1A$(5.2219877, 4.0155735, -2.4988227)$91.46747$0$1$2A$(-18.114998, 4.0156097, 1.0930154)$104.69237$0$1$3A$(-7.595378, 4.0156164, -19.45258)$82.23628$0$0$4A$(29.940952, 3.997275, -25.45905)$291.0584$0$1$5N$(22.941164, 5.0, -6.5546837)$0.0$leftShoulderJoint:(0.0, 0.0, 0.0, 1.0);leftElbowJoint:(0.0, 0.0, 0.0, 1.0);rightShoulderJoint:(0.0, 0.0, 0.0, 1.0);rightElbowJoint:(0.0, 0.0, 0.0, 1.0);$0$
34$B(41.583897, 3.1139004, -4.950614)$0P$(41.44816, 4.078642, -3.4252815)$270.0$0$0$1A$(6.509826, 4.0614915, -2.5741863)$91.46747$0$1$2A$(-16.914438, 4.0778704, 0.7484844)$104.69237$0$1$3A$(-6.5216722, 4.0757914, -19.613655)$97.11565$0$1$4A$(28.850534, 4.077146, -24.904835)$295.1928$0$1$5N$(22.941164, 4.310575, -6.5546837)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
35$B(41.583897, 3.1140811, -4.950614)$0P$(41.44816, 4.078642, -3.4252815)$270.0$0$0$1A$(6.509826, 4.0614915, -2.5741863)$91.46747$0$1$2A$(-16.914438, 4.0778704, 0.7484844)$104.69237$0$1$3A$(-6.5216722, 4.0757914, -19.613655)$97.11565$0$1$4A$(28.850534, 4.077146, -24.904835)$295.91074$0$1$5N$(22.941164, 4.310575, -6.5546837)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
36$B(41.583897, 3.1140811, -4.950614)$0P$(41.44816, 4.078642, -3.4252815)$270.0$0$0$1A$(6.509826, 4.0614915, -2.5741863)$91.46747$0$1$2A$(-16.914438, 4.0778704, 0.7484844)$104.69237$0$1$3A$(-6.5216722, 4.0757914, -19.613655)$97.11565$0$1$4A$(28.850534, 4.077146, -24.904835)$296.72345$0$1$5N$(22.941164, 4.310575, -6.5546837)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
37$B(41.583897, 3.1140811, -4.950614)$0P$(41.44816, 4.0786986, -3.4252815)$270.0$0$0$1A$(6.576379, 4.0587664, -2.578084)$91.46747$0$1$2A$(-16.853004, 4.0779815, 0.7340063)$104.69237$0$1$3A$(-6.4602566, 4.076699, -19.622547)$97.11565$0$1$4A$(28.804638, 4.078, -24.863008)$297.82712$0$1$5N$(22.941164, 4.2479, -6.5546837)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
38$B(41.583897, 3.114138, -4.950614)$0P$(41.44816, 4.0786986, -3.4252815)$270.0$0$0$1A$(6.576379, 4.0587664, -2.578084)$91.46747$0$1$2A$(-16.853004, 4.0779815, 0.7340063)$104.69237$0$1$3A$(-6.4602566, 4.076699, -19.622547)$97.11565$0$1$4A$(28.804638, 4.078, -24.863008)$297.00336$0$1$5N$(22.941164, 4.2479, -6.5546837)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
39$B(41.583897, 3.114138, -4.950614)$0P$(41.44816, 4.0786986, -3.4252815)$270.0$0$0$1A$(6.576379, 4.0587664, -2.578084)$91.46747$0$1$2A$(-16.853004, 4.0779815, 0.7340063)$104.69237$0$1$3A$(-6.4602566, 4.076699, -19.622547)$97.11565$0$1$4A$(28.804638, 4.078, -24.863008)$297.00336$0$1$5N$(22.941164, 4.2479, -6.5546837)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
40$B(41.583897, 3.114138, -4.950614)$0P$(41.44816, 4.0786986, -3.4252815)$270.0$0$0$1A$(6.576379, 4.0587664, -2.578084)$91.46747$0$1$2A$(-16.853004, 4.0779815, 0.7340063)$104.69237$0$1$3A$(-6.4602566, 4.076699, -19.622547)$97.11565$0$1$4A$(28.804638, 4.078, -24.863008)$297.00336$0$1$5N$(22.941164, 4.2479, -6.5546837)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
41$B(41.583897, 3.114138, -4.950614)$0P$(41.44816, 4.0787587, -3.4252815)$270.0$0$0$1A$(6.6346693, 4.062657, -2.5814953)$91.46747$0$1$2A$(-16.789139, 4.076148, 0.7189538)$104.69237$0$1$3A$(-6.399542, 4.07808, -19.631268)$97.11565$0$1$4A$(28.75499, 4.0818944, -24.834724)$296.00613$0$1$5N$(22.941164, 4.1825, -6.5546837)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
42$B(41.583897, 3.114198, -4.950614)$0P$(41.44816, 4.0787587, -3.4252815)$270.0$0$0$1A$(6.6346693, 4.062657, -2.5814953)$91.46747$0$1$2A$(-16.789139, 4.076148, 0.7189538)$104.69237$0$1$3A$(-6.399542, 4.07808, -19.631268)$97.11565$0$1$4A$(28.75499, 4.0818944, -24.834724)$295.29324$0$1$5N$(22.941164, 4.1825, -6.5546837)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
43$B(41.583897, 3.114198, -4.950614)$0P$(41.44816, 4.0787587, -3.4252815)$270.0$0$0$1A$(6.6346693, 4.062657, -2.5814953)$91.46747$0$1$2A$(-16.789139, 4.076148, 0.7189538)$104.69237$0$1$3A$(-6.399542, 4.07808, -19.631268)$97.11565$0$1$4A$(28.75499, 4.0818944, -24.834724)$294.47113$0$1$5N$(22.941164, 4.1825, -6.5546837)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
44$B(41.583897, 3.114198, -4.950614)$0P$(41.44816, 4.0787587, -3.4252815)$270.0$0$0$1A$(6.6346693, 4.062657, -2.5814953)$91.46747$0$1$2A$(-16.789139, 4.076148, 0.7189538)$104.69237$0$1$3A$(-6.399542, 4.07808, -19.631268)$97.11565$0$1$4A$(28.75499, 4.0818944, -24.834724)$295.28006$0$1$5N$(22.941164, 4.1825, -6.5546837)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
45$B(41.583897, 3.114198, -4.950614)$0P$(41.44816, 4.0792313, -3.4252815)$270.0$0$0$1A$(6.701222, 4.0599318, -2.585393)$91.46747$0$1$2A$(-16.728075, 4.076566, 0.70455617)$104.69237$0$1$3A$(-6.3654227, 4.065056, -19.634802)$97.11565$0$1$4A$(28.713755, 4.0791693, -24.78234)$294.3375$0$1$5N$(22.941164, 4.1143746, -6.5546837)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
46$B(41.583897, 3.1146705, -4.950614)$0P$(41.44816, 4.0792313, -3.4252815)$270.0$0$0$1A$(6.701222, 4.0599318, -2.585393)$91.46747$0$1$2A$(-16.728075, 4.076566, 0.70455617)$104.69237$0$1$3A$(-6.3654227, 4.065056, -19.634802)$97.11565$0$1$4A$(28.713755, 4.0791693, -24.78234)$295.05582$0$1$5N$(22.941164, 4.1143746, -6.5546837)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
47$B(41.583897, 3.1146705, -4.950614)$0P$(41.44816, 4.0792313, -3.4252815)$270.0$0$0$1A$(6.701222, 4.0599318, -2.585393)$91.46747$0$1$2A$(-16.728075, 4.076566, 0.70455617)$104.69237$0$1$3A$(-6.3654227, 4.065056, -19.634802)$97.11565$0$1$4A$(28.713755, 4.0791693, -24.78234)$295.88007$0$1$5N$(22.941164, 4.1143746, -6.5546837)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
48$B(41.583897, 3.1146705, -4.950614)$0P$(41.44816, 4.0792313, -3.4252815)$270.0$0$0$1A$(6.701222, 4.0599318, -2.585393)$91.46747$0$1$2A$(-16.728075, 4.076566, 0.70455617)$104.69237$0$1$3A$(-6.3654227, 4.065056, -19.634802)$97.11565$0$1$4A$(28.713755, 4.0791693, -24.78234)$295.88007$0$1$5N$(22.941164, 4.1143746, -6.5546837)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
49$B(41.583897, 3.1146705, -4.950614)$0P$(41.44816, 4.0782976, -3.4252815)$270.0$0$0$1A$(6.7677746, 4.0572066, -2.5892906)$91.46747$0$1$2A$(-16.667263, 4.077162, 0.69021106)$104.69237$0$1$3A$(-6.30611, 4.067724, -19.643217)$97.11565$0$1$4A$(28.654287, 4.076444, -24.752205)$296.97577$0$1$5N$(22.941164, 4.0435247, -6.5546837)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
50$B(41.583897, 3.1137369, -4.950614)$0P$(41.44816, 4.0782976, -3.4252815)$270.0$0$0$1A$(6.7677746, 4.0572066, -2.5892906)$91.46747$0$1$2A$(-16.667263, 4.077162, 0.69021106)$104.69237$0$1$3A$(-6.30611, 4.067724, -19.643217)$97.11565$0$1$4A$(28.654287, 4.076444, -24.752205)$296.16278$0$1$5N$(22.941164, 4.0435247, -6.5546837)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
51$B(41.583897, 3.1137369, -4.950614)$0P$(41.44816, 4.0782976, -3.4252815)$270.0$0$0$1A$(6.7677746, 4.0572066, -2.5892906)$91.46747$0$1$2A$(-16.667263, 4.077162, 0.69021106)$104.69237$0$1$3A$(-6.30611, 4.067724, -19.643217)$97.11565$0$1$4A$(28.654287, 4.076444, -24.752205)$295.33932$0$1$5N$(22.941164, 4.0435247, -6.5546837)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
52$B(41.583897, 3.1137369, -4.950614)$0P$(41.44816, 4.0782976, -3.4252815)$270.0$0$0$1A$(6.7677746, 4.0572066, -2.5892906)$91.46747$0$1$2A$(-16.667263, 4.077162, 0.69021106)$104.69237$0$1$3A$(-6.30611, 4.067724, -19.643217)$97.11565$0$1$4A$(28.654287, 4.076444, -24.752205)$294.52994$0$1$5N$(22.941164, 4.0435247, -6.5546837)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
53$B(41.583897, 3.1137369, -4.950614)$0P$(41.44816, 4.078663, -3.4252815)$270.0$0$0$1A$(6.8257113, 4.061386, -2.5926814)$91.46747$0$1$2A$(-16.60592, 4.0773516, 0.6757426)$104.69237$0$1$3A$(-6.2461586, 4.0698795, -19.651684)$97.11565$0$1$4A$(28.592098, 4.0771956, -24.755222)$293.57614$0$1$5N$(22.94116, 4.050417, -6.5546837)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
54$B(41.583897, 3.1141021, -4.950614)$0P$(41.44816, 4.078663, -3.4252815)$270.0$0$0$1A$(6.8257113, 4.061386, -2.5926814)$91.46747$0$1$2A$(-16.60592, 4.0773516, 0.6757426)$104.69237$0$1$3A$(-6.2461586, 4.0698795, -19.651684)$97.11565$0$1$4A$(28.592098, 4.0771956, -24.755222)$293.57614$0$1$5N$(22.94116, 4.050417, -6.5546837)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
55$B(41.583897, 3.1141021, -4.950614)$0P$(41.44816, 4.078663, -3.4252815)$270.0$0$0$1A$(6.8257113, 4.061386, -2.5926814)$91.46747$0$1$2A$(-16.60592, 4.0773516, 0.6757426)$104.69237$0$1$3A$(-6.2461586, 4.0698795, -19.651684)$97.11565$0$1$4A$(28.592098, 4.0771956, -24.755222)$291.7052$0$1$5N$(22.94116, 4.050417, -6.5546837)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
56$B(41.583897, 3.1141021, -4.950614)$0P$(41.44816, 4.078776, -3.4252815)$270.0$0$0$1A$(6.892264, 4.058661, -2.596579)$91.46747$0$1$2A$(-16.544525, 4.0774984, 0.6612608)$104.69237$0$1$3A$(-6.1857944, 4.071687, -19.660229)$97.11565$0$1$4A$(28.530205, 4.0778646, -24.747627)$291.7052$0$1$5N$(22.941158, 4.0559306, -6.5546837)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
57$B(41.583897, 3.1142151, -4.950614)$0P$(41.44816, 4.078776, -3.4252815)$270.0$0$0$1A$(6.892264, 4.058661, -2.596579)$91.46747$0$1$2A$(-16.544525, 4.0774984, 0.6612608)$104.69237$0$1$3A$(-6.1857944, 4.071687, -19.660229)$97.11565$0$1$4A$(28.530205, 4.0778646, -24.747627)$292.67453$0$1$5N$(22.941158, 4.0559306, -6.5546837)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
58$B(41.583897, 3.1142151, -4.950614)$0P$(41.44816, 4.078776, -3.4252815)$270.0$0$0$1A$(6.892264, 4.058661, -2.596579)$91.46747$0$1$2A$(-16.544525, 4.0774984, 0.6612608)$104.69237$0$1$3A$(-6.1857944, 4.071687, -19.660229)$97.11565$0$1$4A$(28.530205, 4.0778646, -24.747627)$292.67453$0$1$5N$(22.941158, 4.0559306, -6.5546837)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
59$B(41.583897, 3.1142151, -4.950614)$0P$(41.44816, 4.078776, -3.4252815)$270.0$0$0$1A$(6.892264, 4.058661, -2.596579)$91.46747$0$1$2A$(-16.544525, 4.0774984, 0.6612608)$104.69237$0$1$3A$(-6.1857944, 4.071687, -19.660229)$97.11565$0$1$4A$(28.530205, 4.0778646, -24.747627)$295.44617$0$1$5N$(22.941158, 4.0559306, -6.5546837)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
60$B(41.583897, 3.1142151, -4.950614)$0P$(41.44816, 4.079192, -3.4252815)$270.0$0$0$1A$(6.9505634, 4.0625496, -2.599991)$91.46747$0$1$2A$(-16.483086, 4.0776095, 0.64676756)$104.69237$0$1$3A$(-6.1250553, 4.0731864, -19.668829)$97.11565$0$1$4A$(28.486197, 4.0788784, -24.704178)$296.45697$0$1$5N$(22.941154, 4.060342, -6.554684)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
61$B(41.583897, 3.1146314, -4.950614)$0P$(41.44816, 4.078638, -3.4252815)$270.0$0$0$1A$(7.017116, 4.0598245, -2.603889)$91.46747$0$1$2A$(-16.420605, 4.076914, 0.6320324)$104.69237$0$1$3A$(-6.0640373, 4.0744596, -19.677397)$97.11565$0$1$4A$(28.432383, 4.0761533, -24.664825)$296.45697$0$1$5N$(22.94115, 4.063871, -6.5546846)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
62$B(41.583897, 3.1140773, -4.950614)$0P$(41.44816, 4.078638, -3.4252815)$270.0$0$0$1A$(7.017116, 4.0598245, -2.603889)$91.46747$0$1$2A$(-16.420605, 4.076914, 0.6320324)$104.69237$0$1$3A$(-6.0640373, 4.0744596, -19.677397)$97.11565$0$1$4A$(28.432383, 4.0761533, -24.664825)$295.86758$0$1$5N$(22.94115, 4.063871, -6.5546846)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
63$B(41.583897, 3.1140773, -4.950614)$0P$(41.44816, 4.078638, -3.4252815)$270.0$0$0$1A$(7.017116, 4.0598245, -2.603889)$91.46747$0$1$2A$(-16.420605, 4.076914, 0.6320324)$104.69237$0$1$3A$(-6.0640373, 4.0744596, -19.677397)$97.11565$0$1$4A$(28.432383, 4.0761533, -24.664825)$296.84348$0$1$5N$(22.94115, 4.063871, -6.5546846)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
64$B(41.583897, 3.1140773, -4.950614)$0P$(41.44816, 4.079236, -3.4252815)$270.0$0$0$1A$(7.075669, 4.0635047, -2.6073158)$91.46747$0$1$2A$(-16.358871, 4.0768127, 0.61747855)$104.69237$0$1$3A$(-6.002853, 4.075592, -19.685925)$97.11565$0$1$4A$(28.39002, 4.076379, -24.618195)$295.89954$0$1$5N$(22.941147, 4.0666943, -6.554685)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
65$B(41.583897, 3.1146753, -4.950614)$0P$(41.44816, 4.079236, -3.4252815)$270.0$0$0$1A$(7.075669, 4.0635047, -2.6073158)$91.46747$0$1$2A$(-16.358871, 4.0768127, 0.61747855)$104.69237$0$1$3A$(-6.002853, 4.075592, -19.685925)$97.11565$0$1$4A$(28.39002, 4.076379, -24.618195)$297.8911$0$1$5N$(22.941147, 4.0666943, -6.554685)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
66$B(41.583897, 3.1146753, -4.950614)$0P$(41.44816, 4.078657, -3.4252815)$270.0$0$0$1A$(7.1422215, 4.0607796, -2.6112137)$91.46747$0$1$2A$(-16.29762, 4.077079, 0.6030332)$104.69237$0$1$3A$(-5.9416604, 4.0767007, -19.694372)$97.11565$0$1$4A$(28.346292, 4.0765586, -24.572762)$297.00436$0$1$5N$(22.941145, 4.068953, -6.5546856)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
67$B(41.583897, 3.1140964, -4.950614)$0P$(41.44816, 4.078657, -3.4252815)$270.0$0$0$1A$(7.1422215, 4.0607796, -2.6112137)$91.46747$0$1$2A$(-16.29762, 4.077079, 0.6030332)$104.69237$0$1$3A$(-5.9416604, 4.0767007, -19.694372)$97.11565$0$1$4A$(28.346292, 4.0765586, -24.572762)$297.00436$0$1$5N$(22.941145, 4.068953, -6.5546856)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
68$B(41.583897, 3.1140964, -4.950614)$0P$(41.44816, 4.078657, -3.4252815)$270.0$0$0$1A$(7.1422215, 4.0607796, -2.6112137)$91.46747$0$1$2A$(-16.29762, 4.077079, 0.6030332)$104.69237$0$1$3A$(-5.9416604, 4.0767007, -19.694372)$97.11565$0$1$4A$(28.346292, 4.0765586, -24.572762)$296.04492$0$1$5N$(22.941145, 4.068953, -6.5546856)$0.0$leftShoulderJoint:(0.004346784, 0.99529976, -0.08066266, 0.053413905);leftElbowJoint:(0.0124738645, 0.06415479, -7.81128E-4, 0.9978617);rightShoulderJoint:(-0.0050627575, 0.992756, 0.11109596, 0.045470603);rightElbowJoint:(0.007847527, 0.046850488, -3.69776E-4, 0.998871);$0$
