*------------------------------------*
NEWD!P!0!templateshirt.JPG!skinAlan.jpg!shortsblue.jpg!shoesgreen.jpg!Alan.jpg!(28.33449, 4.0, 5.0551033)
NEWD!A!1!shirtyellowbob.jpg!skinBob.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(4.188759, 4.0, -49.317314)
NEWD!A!2!shirtyellowcarl.jpg!skinCarl.jpg!shortsblue.jpg!shoesgreen.jpg!Carl.jpg!(-25.907146, 4.0, -22.273657)
NEWD!A!3!shirtyellowalan.jpg!skinAlan.jpg!shortsblue.jpg!shoesgreen.jpg!Alan.jpg!(-15.410032, 4.0, 5.6521225)
NEWD!A!4!templateshirt.JPG!skinBob.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(42.169712, 4.0, -24.390009)
0$B(0.0, -4.1499996, 0.0)$0P$(28.33449, 4.0, 5.0551033)$274.539$leftShoulderJoint:(0.29368997, -0.93570536, -2.7521036E-8, 0.19545268);leftElbowJoint:(-0.029218147, -0.26376444, 3.352716E-8, 0.9641445);rightShoulderJoint:(-0.9336291, 0.31877473, 6.309012E-8, 0.16346104);rightElbowJoint:(-0.019697968, -0.15693101, -5.0506954E-10, 0.9874131);$0.0$1A$(4.188759, 4.0, -49.317314)$24.223923$0$4.0$2A$(-25.907146, 4.0, -22.273657)$63.2595$0$0.0$3A$(-15.410032, 4.0, 5.6521225)$90.78191$0$4.0$4A$(42.169712, 4.0, -24.390009)$278.01074$0$4.0$
32$B(27.973064, 3.0884595, 3.897149)$0P$(28.335857, 4.078289, 5.054078)$273.901$leftShoulderJoint:(0.060556483, 0.07077615, 2.2877567E-10, 0.9956524);leftElbowJoint:(-0.1597405, 0.07432607, -9.4476045E-9, 0.98435694);rightShoulderJoint:(0.018108167, 0.09171946, 1.1796851E-8, 0.99562025);rightElbowJoint:(0.08697572, -0.0013623834, 2.230118E-9, 0.9962095);$0.0$1A$(5.7037177, 4.0577264, -48.525528)$59.632168$0$4.0$2A$(-24.429535, 4.065957, -22.302423)$88.66774$0$4.0$3A$(-13.714533, 4.0732284, 5.5469193)$90.78191$0$4.0$4A$(40.569603, 4.0768433, -23.91758)$289.46277$0$4.0$5N$(40.72458, 4.055963, -35.2231)$0.0$0$0.0$
33$B(27.973064, 3.0884552, 3.897149)$0P$(28.335857, 4.07841, 5.054078)$273.901$leftShoulderJoint:(0.060556483, 0.07077615, 2.2877567E-10, 0.9956524);leftElbowJoint:(-0.1597405, 0.07432607, -9.4476045E-9, 0.98435694);rightShoulderJoint:(0.018108167, 0.09171946, 1.1796851E-8, 0.99562025);rightElbowJoint:(0.08697572, -0.0013623834, 2.230118E-9, 0.9962095);$0.0$1A$(5.763628, 4.0550013, -48.496284)$59.632168$0$4.0$2A$(-24.369415, 4.0684505, -22.303398)$88.66774$0$4.0$3A$(-13.652637, 4.074225, 5.543078)$90.78191$0$4.0$4A$(40.51158, 4.077269, -23.893814)$289.46277$0$4.0$5N$(40.72458, 4.0603857, -35.2231)$0.0$0$0.0$
34$B(27.973064, 3.0885763, 3.897149)$0P$(28.335857, 4.07841, 5.054078)$273.893$leftShoulderJoint:(0.06024364, 0.069800965, 2.1394851E-10, 0.9957402);leftElbowJoint:(-0.15944086, 0.0758924, -9.646701E-9, 0.984286);rightShoulderJoint:(0.017914018, 0.09259563, 1.1917679E-8, 0.99554265);rightElbowJoint:(0.08489581, -8.13444E-4, 2.1767874E-9, 0.9963895);$0.0$1A$(5.763628, 4.0550013, -48.496284)$59.632168$0$4.0$2A$(-24.369415, 4.0684505, -22.303398)$88.66774$0$4.0$3A$(-13.652637, 4.074225, 5.543078)$90.78191$0$4.0$4A$(40.51158, 4.077269, -23.893814)$290.71234$0$4.0$5N$(40.72458, 4.0603857, -35.2231)$0.0$0$0.0$
35$B(27.966393, 3.0897639, 3.889995)$0P$(28.335857, 4.0782933, 5.054078)$273.893$leftShoulderJoint:(0.06024364, 0.069800965, 2.1394851E-10, 0.9957402);leftElbowJoint:(-0.15944086, 0.0758924, -9.646701E-9, 0.984286);rightShoulderJoint:(0.017914018, 0.09259563, 1.1917679E-8, 0.99554265);rightElbowJoint:(0.08489581, -8.13444E-4, 2.1767874E-9, 0.9963895);$0.0$1A$(5.8235383, 4.052276, -48.46704)$59.632168$0$4.0$2A$(-24.3087, 4.0704656, -22.30436)$88.66774$0$4.0$3A$(-13.586098, 4.0715, 5.538949)$90.78191$0$4.0$4A$(40.456444, 4.0772276, -23.86266)$288.24625$0$4.0$5N$(40.72458, 4.0639243, -35.2231)$0.0$0$0.0$
36$B(27.966393, 3.089647, 3.889995)$0P$(28.335857, 4.0782933, 5.054078)$273.893$leftShoulderJoint:(0.06024364, 0.069800965, 2.1394851E-10, 0.9957402);leftElbowJoint:(-0.15944086, 0.0758924, -9.646701E-9, 0.984286);rightShoulderJoint:(0.017914018, 0.09259563, 1.1917679E-8, 0.99554265);rightElbowJoint:(0.08489581, -8.13444E-4, 2.1767874E-9, 0.9963895);$0.0$1A$(5.8235383, 4.052276, -48.46704)$59.632168$0$4.0$2A$(-24.3087, 4.0704656, -22.30436)$88.66774$0$4.0$3A$(-13.586098, 4.0715, 5.538949)$90.78191$0$4.0$4A$(40.456444, 4.0772276, -23.86266)$289.56818$0$4.0$5N$(40.72458, 4.0639243, -35.2231)$0.0$0$0.0$
37$B(27.966393, 3.089647, 3.889995)$0P$(28.335857, 4.078289, 5.054078)$273.893$leftShoulderJoint:(0.06024364, 0.069800965, 2.1394851E-10, 0.9957402);leftElbowJoint:(-0.15944086, 0.0758924, -9.646701E-9, 0.984286);rightShoulderJoint:(0.017914018, 0.09259563, 1.1917679E-8, 0.99554265);rightElbowJoint:(0.08489581, -8.13444E-4, 2.1767874E-9, 0.9963895);$0.0$1A$(5.8834486, 4.049551, -48.437798)$59.632168$0$4.0$2A$(-24.242043, 4.0677404, -22.30538)$88.66774$0$4.0$3A$(-13.524632, 4.0728416, 5.5351343)$90.78191$0$4.0$4A$(40.399376, 4.0774393, -23.836)$289.56818$0$4.0$5N$(40.724575, 4.066755, -35.2231)$0.0$0$0.0$
38$B(27.966393, 3.0896428, 3.889995)$0P$(28.335857, 4.07841, 5.054078)$273.893$leftShoulderJoint:(0.06024364, 0.069800965, 2.1394851E-10, 0.9957402);leftElbowJoint:(-0.15944086, 0.0758924, -9.646701E-9, 0.984286);rightShoulderJoint:(0.017914018, 0.09259563, 1.1917679E-8, 0.99554265);rightElbowJoint:(0.08489581, -8.13444E-4, 2.1767874E-9, 0.9963895);$0.0$1A$(5.943359, 4.046826, -48.408554)$59.632168$0$4.0$2A$(-24.181429, 4.0698447, -22.306288)$88.66774$0$4.0$3A$(-13.462709, 4.073827, 5.5312915)$90.78191$0$4.0$4A$(40.341927, 4.0780454, -23.811562)$287.01642$0$4.0$5N$(40.724575, 4.06902, -35.2231)$0.0$0$0.0$
39$B(27.966393, 3.0897639, 3.889995)$0P$(28.335857, 4.07841, 5.054078)$273.893$leftShoulderJoint:(0.06024364, 0.069800965, 2.1394851E-10, 0.9957402);leftElbowJoint:(-0.15944086, 0.0758924, -9.646701E-9, 0.984286);rightShoulderJoint:(0.017914018, 0.09259563, 1.1917679E-8, 0.99554265);rightElbowJoint:(0.08489581, -8.13444E-4, 2.1767874E-9, 0.9963895);$0.0$1A$(5.943359, 4.046826, -48.408554)$59.632168$0$4.0$2A$(-24.181429, 4.0698447, -22.306288)$88.66774$0$4.0$3A$(-13.462709, 4.073827, 5.5312915)$90.78191$0$4.0$4A$(40.341927, 4.0780454, -23.811562)$285.6473$0$4.0$5N$(40.724575, 4.06902, -35.2231)$0.0$0$0.0$
40$B(27.966393, 3.0897639, 3.889995)$0P$(28.335857, 4.0782933, 5.054078)$273.893$leftShoulderJoint:(0.06024364, 0.069800965, 2.1394851E-10, 0.9957402);leftElbowJoint:(-0.15944086, 0.0758924, -9.646701E-9, 0.984286);rightShoulderJoint:(0.017914018, 0.09259563, 1.1917679E-8, 0.99554265);rightElbowJoint:(0.08489581, -8.13444E-4, 2.1767874E-9, 0.9963895);$0.0$1A$(5.9931765, 4.0530868, -48.384235)$59.632168$0$4.0$2A$(-24.114769, 4.0671196, -22.307255)$88.66774$0$4.0$3A$(-13.400663, 4.0747027, 5.5274405)$90.78191$0$4.0$4A$(40.275295, 4.0753202, -23.81375)$285.6473$0$4.0$5N$(40.72457, 4.070832, -35.2231)$0.0$0$0.0$
41$B(27.966393, 3.089647, 3.889995)$0P$(28.335857, 4.078289, 5.054078)$273.893$leftShoulderJoint:(0.06024364, 0.069800965, 2.1394851E-10, 0.9957402);leftElbowJoint:(-0.15944086, 0.0758924, -9.646701E-9, 0.984286);rightShoulderJoint:(0.017914018, 0.09259563, 1.1917679E-8, 0.99554265);rightElbowJoint:(0.08489581, -8.13444E-4, 2.1767874E-9, 0.9963895);$0.0$1A$(6.0530868, 4.0503616, -48.354992)$59.632168$0$4.0$2A$(-24.054304, 4.069344, -22.30814)$88.66774$0$4.0$3A$(-13.334125, 4.0719776, 5.5233116)$90.78191$0$4.0$4A$(40.215424, 4.075918, -23.795807)$285.6473$0$4.0$5N$(40.724567, 4.0722814, -35.2231)$0.0$0$0.0$
42$B(27.966393, 3.0896428, 3.889995)$0P$(28.335857, 4.078289, 5.054078)$273.893$leftShoulderJoint:(0.06024364, 0.069800965, 2.1394851E-10, 0.9957402);leftElbowJoint:(-0.15944086, 0.0758924, -9.646701E-9, 0.984286);rightShoulderJoint:(0.017914018, 0.09259563, 1.1917679E-8, 0.99554265);rightElbowJoint:(0.08489581, -8.13444E-4, 2.1767874E-9, 0.9963895);$0.0$1A$(6.0530868, 4.0503616, -48.354992)$59.632168$0$4.0$2A$(-24.054304, 4.069344, -22.30814)$88.66774$0$4.0$3A$(-13.334125, 4.0719776, 5.5233116)$90.78191$0$4.0$4A$(40.215424, 4.075918, -23.795807)$286.99542$0$4.0$5N$(40.724567, 4.0722814, -35.2231)$0.0$0$0.0$
43$B(27.966393, 3.0896428, 3.889995)$0P$(28.335857, 4.07841, 5.054078)$273.94$leftShoulderJoint:(0.06044273, 0.06928925, 1.9803648E-10, 0.99576384);leftElbowJoint:(-0.15959445, 0.075590566, -9.608335E-9, 0.98428434);rightShoulderJoint:(0.0178842, 0.0930134, 1.19739E-8, 0.9955042);rightElbowJoint:(0.08527706, 0.005618656, 2.1865632E-9, 0.9963414);$0.0$1A$(6.1037, 4.0559144, -48.330284)$59.632168$0$4.0$2A$(-23.987644, 4.066619, -22.309092)$88.66774$0$4.0$3A$(-13.272539, 4.0732226, 5.519489)$90.78191$0$4.0$4A$(40.157608, 4.076456, -23.771881)$289.61227$0$4.0$5N$(40.724567, 4.0734415, -35.2231)$0.0$0$0.0$
44$B(27.945034, 3.093672, 3.8919125)$0P$(28.335857, 4.07841, 5.054078)$273.94$leftShoulderJoint:(0.06044273, 0.06928925, 1.9803648E-10, 0.99576384);leftElbowJoint:(-0.15959445, 0.075590566, -9.608335E-9, 0.98428434);rightShoulderJoint:(0.0178842, 0.0930134, 1.19739E-8, 0.9955042);rightElbowJoint:(0.08527706, 0.005618656, 2.1865632E-9, 0.9963414);$0.0$1A$(6.1037, 4.0559144, -48.330284)$59.632168$0$4.0$2A$(-23.987644, 4.066619, -22.309092)$88.66774$0$4.0$3A$(-13.272539, 4.0732226, 5.519489)$90.78191$0$4.0$4A$(40.157608, 4.076456, -23.771881)$288.24435$0$4.0$5N$(40.724567, 4.0734415, -35.2231)$0.0$0$0.0$
45$B(27.945034, 3.093672, 3.8919125)$0P$(28.335857, 4.0782933, 5.054078)$273.94$leftShoulderJoint:(0.06044273, 0.06928925, 1.9803648E-10, 0.99576384);leftElbowJoint:(-0.15959445, 0.075590566, -9.608335E-9, 0.98428434);rightShoulderJoint:(0.0178842, 0.0930134, 1.19739E-8, 0.9955042);rightElbowJoint:(0.08527706, 0.005618656, 2.1865632E-9, 0.9963414);$0.0$1A$(6.1636105, 4.0531893, -48.30104)$59.632168$0$4.0$2A$(-23.9273, 4.06894, -22.309935)$88.66774$0$4.0$3A$(-13.210643, 4.0742188, 5.5156465)$90.78191$0$4.0$4A$(40.09583, 4.076989, -23.76201)$290.81146$0$4.0$5N$(40.724567, 4.0743694, -35.2231)$0.0$0$0.0$
46$B(27.945034, 3.0935552, 3.8919125)$0P$(28.335857, 4.078289, 5.054078)$273.94$leftShoulderJoint:(0.06044273, 0.06928925, 1.9803648E-10, 0.99576384);leftElbowJoint:(-0.15959445, 0.075590566, -9.608335E-9, 0.98428434);rightShoulderJoint:(0.0178842, 0.0930134, 1.19739E-8, 0.9955042);rightElbowJoint:(0.08527706, 0.005618656, 2.1865632E-9, 0.9963414);$0.0$1A$(6.2235208, 4.050464, -48.271797)$59.632168$0$4.0$2A$(-23.866463, 4.0708585, -22.310778)$88.66774$0$4.0$3A$(-13.144104, 4.0714936, 5.5115175)$90.78191$0$4.0$4A$(40.038757, 4.0774727, -23.736246)$288.23065$0$4.0$5N$(40.724567, 4.075112, -35.2231)$0.0$0$0.0$
47$B(27.945034, 3.093551, 3.8919125)$0P$(28.335857, 4.078289, 5.054078)$273.94$leftShoulderJoint:(0.06044273, 0.06928925, 1.9803648E-10, 0.99576384);leftElbowJoint:(-0.15959445, 0.075590566, -9.608335E-9, 0.98428434);rightShoulderJoint:(0.0178842, 0.0930134, 1.19739E-8, 0.9955042);rightElbowJoint:(0.08527706, 0.005618656, 2.1865632E-9, 0.9963414);$0.0$1A$(6.2235208, 4.050464, -48.271797)$59.632168$0$4.0$2A$(-23.866463, 4.0708585, -22.310778)$88.66774$0$4.0$3A$(-13.144104, 4.0714936, 5.5115175)$90.78191$0$4.0$4A$(40.038757, 4.0774727, -23.736246)$286.91745$0$4.0$5N$(40.724567, 4.075112, -35.2231)$0.0$0$0.0$
48$B(27.945034, 3.093551, 3.8919125)$0P$(28.335857, 4.07841, 5.054078)$273.94$leftShoulderJoint:(0.06044273, 0.06928925, 1.9803648E-10, 0.99576384);leftElbowJoint:(-0.15959445, 0.075590566, -9.608335E-9, 0.98428434);rightShoulderJoint:(0.0178842, 0.0930134, 1.19739E-8, 0.9955042);rightElbowJoint:(0.08527706, 0.005618656, 2.1865632E-9, 0.9963414);$0.0$1A$(6.283431, 4.047739, -48.242554)$59.632168$0$4.0$2A$(-23.799803, 4.0681334, -22.311668)$88.66774$0$4.0$3A$(-13.08264, 4.0728354, 5.507703)$90.78191$0$4.0$4A$(39.974277, 4.07599, -23.726667)$286.91745$0$4.0$5N$(40.724567, 4.075706, -35.2231)$0.0$0$0.0$
49$B(27.945034, 3.093672, 3.8919125)$0P$(28.335857, 4.0782933, 5.054078)$273.94$leftShoulderJoint:(0.06044273, 0.06928925, 1.9803648E-10, 0.99576384);leftElbowJoint:(-0.15959445, 0.075590566, -9.608335E-9, 0.98428434);rightShoulderJoint:(0.0178842, 0.0930134, 1.19739E-8, 0.9955042);rightElbowJoint:(0.08527706, 0.005618656, 2.1865632E-9, 0.9963414);$0.0$1A$(6.333432, 4.0538325, -48.218143)$59.632168$0$4.0$2A$(-23.739153, 4.070203, -22.312475)$88.66774$0$4.0$3A$(-13.02084, 4.073909, 5.503867)$90.78191$0$4.0$4A$(39.912758, 4.0760846, -23.712284)$284.35168$0$4.0$5N$(40.724564, 4.076181, -35.2231)$0.0$0$0.0$
50$B(27.945034, 3.0935552, 3.8919125)$0P$(28.335857, 4.0782933, 5.054078)$273.94$leftShoulderJoint:(0.06044273, 0.06928925, 1.9803648E-10, 0.99576384);leftElbowJoint:(-0.15959445, 0.075590566, -9.608335E-9, 0.98428434);rightShoulderJoint:(0.0178842, 0.0930134, 1.19739E-8, 0.9955042);rightElbowJoint:(0.08527706, 0.005618656, 2.1865632E-9, 0.9963414);$0.0$1A$(6.333432, 4.0538325, -48.218143)$59.632168$0$4.0$2A$(-23.739153, 4.070203, -22.312475)$88.66774$0$4.0$3A$(-13.02084, 4.073909, 5.503867)$90.78191$0$4.0$4A$(39.912758, 4.0760846, -23.712284)$285.54086$0$4.0$5N$(40.724564, 4.076181, -35.2231)$0.0$0$0.0$
51$B(27.945034, 3.0935552, 3.8919125)$0P$(28.335857, 4.078289, 5.054078)$273.94$leftShoulderJoint:(0.06044273, 0.06928925, 1.9803648E-10, 0.99576384);leftElbowJoint:(-0.15959445, 0.075590566, -9.608335E-9, 0.98428434);rightShoulderJoint:(0.0178842, 0.0930134, 1.19739E-8, 0.9955042);rightElbowJoint:(0.08527706, 0.005618656, 2.1865632E-9, 0.9963414);$0.0$1A$(6.3933425, 4.0511074, -48.1889)$59.632168$0$4.0$2A$(-23.672491, 4.0674777, -22.313341)$88.66774$0$4.0$3A$(-12.958771, 4.0747666, 5.500014)$90.78191$0$4.0$4A$(39.85531, 4.0761075, -23.685776)$287.81714$0$4.0$5N$(40.72456, 4.076561, -35.2231)$0.0$0$0.0$
52$B(27.945034, 3.093551, 3.8919125)$0P$(28.335857, 4.078289, 5.054078)$273.94$leftShoulderJoint:(0.06044273, 0.06928925, 1.9803648E-10, 0.99576384);leftElbowJoint:(-0.15959445, 0.075590566, -9.608335E-9, 0.98428434);rightShoulderJoint:(0.0178842, 0.0930134, 1.19739E-8, 0.9955042);rightElbowJoint:(0.08527706, 0.005618656, 2.1865632E-9, 0.9963414);$0.0$1A$(6.3933425, 4.0511074, -48.1889)$59.632168$0$4.0$2A$(-23.672491, 4.0674777, -22.313341)$88.66774$0$4.0$3A$(-12.958771, 4.0747666, 5.500014)$90.78191$0$4.0$4A$(39.85531, 4.0761075, -23.685776)$287.81714$0$4.0$5N$(40.72456, 4.076561, -35.2231)$0.0$0$0.0$
53$B(27.945034, 3.093551, 3.8919125)$0P$(28.335857, 4.07841, 5.054078)$273.94$leftShoulderJoint:(0.06044273, 0.06928925, 1.9803648E-10, 0.99576384);leftElbowJoint:(-0.15959445, 0.075590566, -9.608335E-9, 0.98428434);rightShoulderJoint:(0.0178842, 0.0930134, 1.19739E-8, 0.9955042);rightElbowJoint:(0.08527706, 0.005618656, 2.1865632E-9, 0.9963414);$0.0$1A$(6.453253, 4.0483823, -48.159657)$59.632168$0$4.0$2A$(-23.61193, 4.0696273, -22.314108)$88.66774$0$4.0$3A$(-12.892232, 4.0720415, 5.495885)$90.78191$0$4.0$4A$(39.79471, 4.0761647, -23.667742)$287.81714$0$4.0$5N$(40.724556, 4.076865, -35.2231)$0.0$0$0.0$
54$B(27.945034, 3.093672, 3.8919125)$0P$(28.335857, 4.07841, 5.054078)$273.988$leftShoulderJoint:(0.06001813, 0.06907758, 2.0280319E-10, 0.99580425);leftElbowJoint:(-0.1554736, 0.06845888, -8.701825E-9, 0.98546505);rightShoulderJoint:(0.017036775, 0.09361667, 1.2072916E-8, 0.99546254);rightElbowJoint:(0.083128974, 0.010806647, 2.1314845E-9, 0.9964802);$0.0$1A$(6.453253, 4.0483823, -48.159657)$59.632168$0$4.0$2A$(-23.61193, 4.0696273, -22.314108)$88.66774$0$4.0$3A$(-12.892232, 4.0720415, 5.495885)$90.78191$0$4.0$4A$(39.79471, 4.0761647, -23.667742)$287.81714$0$4.0$5N$(40.724556, 4.076865, -35.2231)$0.0$0$0.0$
55$B(27.926085, 3.0978975, 3.8815913)$0P$(28.335857, 4.0782933, 5.054078)$273.988$leftShoulderJoint:(0.06001813, 0.06907758, 2.0280319E-10, 0.99580425);leftElbowJoint:(-0.1554736, 0.06845888, -8.701825E-9, 0.98546505);rightShoulderJoint:(0.017036775, 0.09361667, 1.2072916E-8, 0.99546254);rightElbowJoint:(0.083128974, 0.010806647, 2.1314845E-9, 0.9964802);$0.0$1A$(6.513163, 4.045657, -48.130413)$59.632168$0$4.0$2A$(-23.551008, 4.071469, -22.314863)$88.66774$0$4.0$3A$(-12.830628, 4.073272, 5.49206)$90.78191$0$4.0$4A$(39.735622, 4.0761952, -23.645145)$285.54926$0$4.0$5N$(40.724552, 4.077109, -35.223095)$0.0$0$0.0$
56$B(27.926085, 3.0977807, 3.8815913)$0P$(28.335857, 4.0782933, 5.054078)$273.988$leftShoulderJoint:(0.06001813, 0.06907758, 2.0280319E-10, 0.99580425);leftElbowJoint:(-0.1554736, 0.06845888, -8.701825E-9, 0.98546505);rightShoulderJoint:(0.017036775, 0.09361667, 1.2072916E-8, 0.99546254);rightElbowJoint:(0.083128974, 0.010806647, 2.1314845E-9, 0.9964802);$0.0$1A$(6.513163, 4.045657, -48.130413)$59.632168$0$4.0$2A$(-23.551008, 4.071469, -22.314863)$88.66774$0$4.0$3A$(-12.830628, 4.073272, 5.49206)$90.78191$0$4.0$4A$(39.735622, 4.0761952, -23.645145)$286.56793$0$4.0$5N$(40.724552, 4.077109, -35.223095)$0.0$0$0.0$
57$B(27.926085, 3.0977807, 3.8815913)$0P$(28.335857, 4.078289, 5.054078)$273.988$leftShoulderJoint:(0.06001813, 0.06907758, 2.0280319E-10, 0.99580425);leftElbowJoint:(-0.1554736, 0.06845888, -8.701825E-9, 0.98546505);rightShoulderJoint:(0.017036775, 0.09361667, 1.2072916E-8, 0.99546254);rightElbowJoint:(0.083128974, 0.010806647, 2.1314845E-9, 0.9964802);$0.0$1A$(6.5730734, 4.042932, -48.10117)$59.632168$0$4.0$2A$(-23.484346, 4.0687437, -22.315659)$88.66774$0$4.0$3A$(-12.768852, 4.0743523, 5.488225)$90.78191$0$4.0$4A$(39.67813, 4.076213, -23.618711)$284.50302$0$4.0$5N$(40.72455, 4.0773034, -35.22309)$0.0$0$0.0$
58$B(27.926085, 3.0977764, 3.8815913)$0P$(28.335857, 4.078289, 5.054078)$273.988$leftShoulderJoint:(0.06001813, 0.06907758, 2.0280319E-10, 0.99580425);leftElbowJoint:(-0.1554736, 0.06845888, -8.701825E-9, 0.98546505);rightShoulderJoint:(0.017036775, 0.09361667, 1.2072916E-8, 0.99546254);rightElbowJoint:(0.083128974, 0.010806647, 2.1314845E-9, 0.9964802);$0.0$1A$(6.5730734, 4.042932, -48.10117)$59.632168$0$4.0$2A$(-23.484346, 4.0687437, -22.315659)$88.66774$0$4.0$3A$(-12.768852, 4.0743523, 5.488225)$90.78191$0$4.0$4A$(39.67813, 4.076213, -23.618711)$283.48834$0$4.0$5N$(40.72455, 4.0773034, -35.22309)$0.0$0$0.0$
59$B(27.926085, 3.0977764, 3.8815913)$0P$(28.335857, 4.07841, 5.054078)$273.988$leftShoulderJoint:(0.06001813, 0.06907758, 2.0280319E-10, 0.99580425);leftElbowJoint:(-0.1554736, 0.06845888, -8.701825E-9, 0.98546505);rightShoulderJoint:(0.017036775, 0.09361667, 1.2072916E-8, 0.99546254);rightElbowJoint:(0.083128974, 0.010806647, 2.1314845E-9, 0.9964802);$0.0$1A$(6.6329837, 4.040207, -48.071926)$59.632168$0$4.0$2A$(-23.423548, 4.0706944, -22.316364)$88.66774$0$4.0$3A$(-12.702313, 4.071627, 5.484096)$90.78191$0$4.0$4A$(39.61561, 4.0763683, -23.627174)$285.69077$0$4.0$5N$(40.724545, 4.077459, -35.223087)$0.0$0$0.0$
60$B(27.926085, 3.0978975, 3.8815913)$0P$(28.335857, 4.07841, 5.054078)$273.988$leftShoulderJoint:(0.06001813, 0.06907758, 2.0280319E-10, 0.99580425);leftElbowJoint:(-0.1554736, 0.06845888, -8.701825E-9, 0.98546505);rightShoulderJoint:(0.017036775, 0.09361667, 1.2072916E-8, 0.99546254);rightElbowJoint:(0.083128974, 0.010806647, 2.1314845E-9, 0.9964802);$0.0$1A$(6.6329837, 4.040207, -48.071926)$59.632168$0$4.0$2A$(-23.423548, 4.0706944, -22.316364)$88.66774$0$4.0$3A$(-12.702313, 4.071627, 5.484096)$90.78191$0$4.0$4A$(39.61561, 4.0763683, -23.627174)$284.81964$0$4.0$5N$(40.724545, 4.077459, -35.223087)$0.0$0$0.0$
61$B(27.926085, 3.0978975, 3.8815913)$0P$(28.335857, 4.0782933, 5.054078)$273.988$leftShoulderJoint:(0.06001813, 0.06907758, 2.0280319E-10, 0.99580425);leftElbowJoint:(-0.1554736, 0.06845888, -8.701825E-9, 0.98546505);rightShoulderJoint:(0.017036775, 0.09361667, 1.2072916E-8, 0.99546254);rightElbowJoint:(0.083128974, 0.010806647, 2.1314845E-9, 0.9964802);$0.0$1A$(6.6812935, 4.047806, -48.048344)$59.632168$0$4.0$2A$(-23.356886, 4.0679693, -22.317142)$88.66774$0$4.0$3A$(-12.640814, 4.072941, 5.4802785)$90.78191$0$4.0$4A$(39.552856, 4.0765467, -23.620981)$284.81964$0$4.0$5N$(40.72454, 4.0775833, -35.223083)$0.0$0$0.0$
62$B(27.926085, 3.0977807, 3.8815913)$0P$(28.335857, 4.0782933, 5.054078)$273.988$leftShoulderJoint:(0.06001813, 0.06907758, 2.0280319E-10, 0.99580425);leftElbowJoint:(-0.1554736, 0.06845888, -8.701825E-9, 0.98546505);rightShoulderJoint:(0.017036775, 0.09361667, 1.2072916E-8, 0.99546254);rightElbowJoint:(0.083128974, 0.010806647, 2.1314845E-9, 0.9964802);$0.0$1A$(6.6812935, 4.047806, -48.048344)$59.632168$0$4.0$2A$(-23.356886, 4.0679693, -22.317142)$88.66774$0$4.0$3A$(-12.640814, 4.072941, 5.4802785)$90.78191$0$4.0$4A$(39.552856, 4.0765467, -23.620981)$285.70953$0$4.0$5N$(40.72454, 4.0775833, -35.223083)$0.0$0$0.0$
63$B(27.926085, 3.0977807, 3.8815913)$0P$(28.335857, 4.0782933, 5.054078)$273.988$leftShoulderJoint:(0.06001813, 0.06907758, 2.0280319E-10, 0.99580425);leftElbowJoint:(-0.1554736, 0.06845888, -8.701825E-9, 0.98546505);rightShoulderJoint:(0.017036775, 0.09361667, 1.2072916E-8, 0.99546254);rightElbowJoint:(0.083128974, 0.010806647, 2.1314845E-9, 0.9964802);$0.0$1A$(6.6812935, 4.047806, -48.048344)$59.632168$0$4.0$2A$(-23.356886, 4.0679693, -22.317142)$88.66774$0$4.0$3A$(-12.640814, 4.072941, 5.4802785)$90.78191$0$4.0$4A$(39.552856, 4.0765467, -23.620981)$285.70953$0$4.0$5N$(40.72454, 4.0775833, -35.223083)$0.0$0$0.0$
64$B(27.926085, 3.0977807, 3.8815913)$0P$(28.335857, 4.078289, 5.054078)$273.988$leftShoulderJoint:(0.06001813, 0.06907758, 2.0280319E-10, 0.99580425);leftElbowJoint:(-0.1554736, 0.06845888, -8.701825E-9, 0.98546505);rightShoulderJoint:(0.017036775, 0.09361667, 1.2072916E-8, 0.99546254);rightElbowJoint:(0.083128974, 0.010806647, 2.1314845E-9, 0.9964802);$0.0$1A$(6.741204, 4.0450807, -48.0191)$59.632168$0$4.0$2A$(-23.296202, 4.0700197, -22.31785)$88.66774$0$4.0$3A$(-12.578983, 4.07399, 5.476439)$90.78191$0$4.0$4A$(39.49209, 4.0766287, -23.603678)$287.90057$0$4.0$5N$(40.724537, 4.077683, -35.22308)$0.0$0$0.0$
65$B(27.926085, 3.0977764, 3.8815913)$0P$(28.335857, 4.078289, 5.054078)$273.988$leftShoulderJoint:(0.06001813, 0.06907758, 2.0280319E-10, 0.99580425);leftElbowJoint:(-0.1554736, 0.06845888, -8.701825E-9, 0.98546505);rightShoulderJoint:(0.017036775, 0.09361667, 1.2072916E-8, 0.99546254);rightElbowJoint:(0.083128974, 0.010806647, 2.1314845E-9, 0.9964802);$0.0$1A$(6.741204, 4.0450807, -48.0191)$59.632168$0$4.0$2A$(-23.296202, 4.0700197, -22.31785)$88.66774$0$4.0$3A$(-12.578983, 4.07399, 5.476439)$90.78191$0$4.0$4A$(39.49209, 4.0766287, -23.603678)$286.93384$0$4.0$5N$(40.724537, 4.077683, -35.22308)$0.0$0$0.0$
